from,to,freq,name,length,geometry_type,id,coordx,coordy
203050,203073,22,NA,11.047,LineString,a625nghd6uql,11,-19.00001907
NA,NA,NA,NA,NA,NA,a625nghd6uql,5.516469955,-19.58231926
NA,NA,NA,NA,NA,NA,a625nghd6uql,0,-20.00000954
201799,202498,10,NA,5.009,LineString,a625ng7ej3oi,38.90000916,20.74999046
NA,NA,NA,NA,NA,NA,a625ng7ej3oi,41.20000076,16.2999897
201799,201055,11135113,NA,3.425,LineString,a625ng9po8sf,38.90000916,20.74999046
NA,NA,NA,NA,NA,NA,a625ng9po8sf,37,23.59999084
201266,201888,25037,NA,1.434,LineString,a625ng9xkqsn,-71.28975677,21.54577065
NA,NA,NA,NA,NA,NA,a625ng9xkqsn,-72,20.2999897
203108,203107,0,NA,0.209,LineString,a625nggsov7i,-175.5,-20.99998093
NA,NA,NA,NA,NA,NA,a625nggsov7i,-175.296936,-20.95126915
203107,203067,93969,NA,5.382,LineString,a625nggrrf6o,-175.296936,-20.95126915
NA,NA,NA,NA,NA,NA,a625nggrrf6o,-170,-20.00000954
203130,203360,920002,NA,52.692,LineString,a625ngjw7i53,-175.8051758,-23.95577049
NA,NA,NA,NA,NA,NA,a625ngjw7i53,-130,-50.00003815
202802,202797,22244,NA,1.274,LineString,a625ng7fjbry,8,-1.00E-05
NA,NA,NA,NA,NA,NA,a625ng7fjbry,6.726019859,0.02595
202797,202814,13,NA,6.726,LineString,a625ng8fr973,6.726019859,0.02595
NA,NA,NA,NA,NA,NA,a625ng8fr973,0,-2.00E-05
202802,202794,6093,NA,0.349,LineString,a625ngb7vv62,8,-1.00E-05
NA,NA,NA,NA,NA,NA,a625ngb7vv62,7.999989986,0.348780006
202794,202774,5,NA,2.651,LineString,a625ngasjabm,7.999989986,0.348780006
NA,NA,NA,NA,NA,NA,a625ngasjabm,8,2.999969959
122722,122037,46164,NA,2.644,LineString,a625ngfk0q4b,7.5,37.39999008
NA,NA,NA,NA,NA,NA,a625ngfk0q4b,10.14307976,37.48509979
122037,121925,1,NA,0.857,LineString,a625ngecomr2,10.14307976,37.48509979
NA,NA,NA,NA,NA,NA,a625ngecomr2,11,37.49998093
68408,51012,4,NA,2.105,LineString,a625nghqarxc,29.10000038,41.09999084
NA,NA,NA,NA,NA,NA,a625nghqarxc,30.98076057,42.04444122
51012,37165,39005,NA,2.234,LineString,a625ngil7yi8,30.98076057,42.04444122
NA,NA,NA,NA,NA,NA,a625ngil7yi8,33,42.99996948
202911,202900,25055,NA,1.435,LineString,a625ngc2024z,179.3000031,-8.899999619
NA,NA,NA,NA,NA,NA,a625ngc2024z,178.5675354,-7.666500092
202900,202791,20,NA,10.332,LineString,a625nge4vm7d,178.5675354,-7.666500092
NA,NA,NA,NA,NA,NA,a625nge4vm7d,173.1000061,1.100000024
200829,200680,25491,NA,1.46,LineString,a625ngi3r2dk,120,25.70000076
NA,NA,NA,NA,NA,NA,a625ngi3r2dk,121.4573669,25.79322052
200680,200111,13,NA,6.546,LineString,a625ngedo09o,121.4573669,25.79322052
NA,NA,NA,NA,NA,NA,a625ngedo09o,128.0000153,25.99999046
201968,201199,809094,NA,9.285,LineString,a625nggz6dwy,129.9999847,20.00000954
NA,NA,NA,NA,NA,NA,a625nggz6dwy,120.9205322,21.94296074
201199,201123,81388,NA,0.934,LineString,a625ng4ml667,120.9205322,21.94296074
NA,NA,NA,NA,NA,NA,a625ng4ml667,120,22.09999084
3082,3077,1,NA,0.826,LineString,a625ng911sae,-1,50.79998016
NA,NA,NA,NA,NA,NA,a625ng911sae,-0.174250007,50.80424118
3077,3083,25736,NA,1.474,LineString,a625ngjz6be5,-0.174250007,50.80424118
NA,NA,NA,NA,NA,NA,a625ngjz6be5,1.300009966,50.79998016
202751,202756,6521671,NA,1.07,LineString,a625ng54v4s4,2.5,4.999989986
NA,NA,NA,NA,NA,NA,a625ng54v4s4,1.466349959,4.724840164
202756,202761,8910919,NA,1.462,LineString,a625ngjvky86,1.466349959,4.724840164
NA,NA,NA,NA,NA,NA,a625ngjvky86,0.06078,4.323709965
202761,202764,6759376,NA,1.109,LineString,a625ngg23k4t,0.06078,4.323709965
NA,NA,NA,NA,NA,NA,a625ngg23k4t,-1,4
203225,203226,15043,NA,0.431,LineString,a625ngdex0sg,-56.5,-35.09999847
NA,NA,NA,NA,NA,NA,a625ngdex0sg,-56.06975174,-35.12516022
203226,203227,51483,NA,1.475,LineString,a625ngbizpc5,-56.06975174,-35.12516022
NA,NA,NA,NA,NA,NA,a625ngbizpc5,-54.59999847,-35.24998856
202660,202581,93586775,NA,11.657,LineString,a625nggpabse,-50,10
NA,NA,NA,NA,NA,NA,a625nggpabse,-61.14664841,13.41005993
202581,202575,2930357,NA,0.365,LineString,a625ngjqfknr,-61.14664841,13.41005993
NA,NA,NA,NA,NA,NA,a625ngjqfknr,-61.5,13.49999046
202260,202263,0,NA,0.329,LineString,a625ng9tt4ut,-64.34999847,18.89999008
NA,NA,NA,NA,NA,NA,a625ng9tt4ut,-64.67706299,18.86282921
202263,202278,23274,NA,1.333,LineString,a625ng50wemy,-64.67706299,18.86282921
NA,NA,NA,NA,NA,NA,a625ng50wemy,-66,18.70000076
202469,202467,17033,NA,0.488,LineString,a625ngb2awwt,-62.24998856,17
NA,NA,NA,NA,NA,NA,a625ngb2awwt,-62.73588943,17.04439926
202467,202459,78743,NA,2.256,LineString,a625ngcagkmz,-62.73588943,17.04439926
NA,NA,NA,NA,NA,NA,a625ngcagkmz,-64.98589325,17.21425056
202459,202453,56404,NA,1.616,LineString,a625ngckoeb2,-64.98589325,17.21425056
NA,NA,NA,NA,NA,NA,a625ngckoeb2,-66.59999847,17.2999897
48919,59812,2729164,NA,1.018,LineString,a625ngjny076,11.10000992,42.19998932
NA,NA,NA,NA,NA,NA,a625ngjny076,11.90369034,41.57587814
59812,61305,329751,NA,0.123,LineString,a625ngbwvkok,11.90369034,41.57587814
NA,NA,NA,NA,NA,NA,a625ngbwvkok,12,41.49998856
59,28,136429,NA,2.607,LineString,a625nggeya7k,17,69.99997711
NA,NA,NA,NA,NA,NA,a625nggeya7k,19.55965996,70.4927063
28,20,203885,NA,3.896,LineString,a625ngjnki10,19.55965996,70.4927063
NA,NA,NA,NA,NA,NA,a625ngjnki10,23.39999008,71.14998627
1237,1300,16028,NA,0.918,LineString,a625ng5ptjj9,19,59.39997101
NA,NA,NA,NA,NA,NA,a625ng5ptjj9,18.16830063,59.01147079
1300,1363,2,NA,1.184,LineString,a625ngba84p2,18.16830063,59.01147079
NA,NA,NA,NA,NA,NA,a625ngba84p2,17.09999084,58.5
203380,203370,478785,NA,9.149,LineString,a625ng5npvaa,-30.00000954,-60.00001907
NA,NA,NA,NA,NA,NA,a625ng5npvaa,-36.45793152,-53.51913834
203370,203341,261293,NA,4.993,LineString,a625ngf4ewc9,-36.45793152,-53.51913834
NA,NA,NA,NA,NA,NA,a625ngf4ewc9,-40,-50.00001144
203342,203373,18,NA,9.204,LineString,a625ngasyn1i,-30,-50.00001144
NA,NA,NA,NA,NA,NA,a625ngasyn1i,-36.40810013,-56.60712051
203373,203379,86269,NA,4.941,LineString,a625ngkd0wkr,-36.40810013,-56.60712051
NA,NA,NA,NA,NA,NA,a625ngkd0wkr,-40,-60.00001907
167998,160144,29773,NA,0.853,LineString,a625nghouvir,34.79999924,32.99998856
NA,NA,NA,NA,NA,NA,a625nghouvir,35.06832886,33.80960083
160144,153273,14380,NA,0.412,LineString,a625ngaralu9,35.06832886,33.80960083
NA,NA,NA,NA,NA,NA,a625ngaralu9,35.20000076,34.20000839
27736,27830,91150,NA,0.034,LineString,a625ng73m6ig,9.199999809,44
NA,NA,NA,NA,NA,NA,a625ng73m6ig,9.167429924,43.99090958
27830,30753,3812251,NA,1.422,LineString,a625ngczfnen,9.167429924,43.99090958
NA,NA,NA,NA,NA,NA,a625ngczfnen,7.800000191,43.59999847
200986,200971,0,NA,0.329,LineString,a625ngezk9u3,53.79999924,24.70000076
NA,NA,NA,NA,NA,NA,a625ngezk9u3,54.07493973,24.8800602
200971,200871,23326,NA,1.336,LineString,a625ngjjysgr,54.07493973,24.8800602
NA,NA,NA,NA,NA,NA,a625ngjjysgr,55.20000076,25.60000038
202631,202628,1248097,NA,0.155,LineString,a625nghkamjl,-61,10.99999046
NA,NA,NA,NA,NA,NA,a625nghkamjl,-61.1027298,11.11590004
202628,202619,9582170,NA,1.19,LineString,a625ngjyor4h,-61.1027298,11.11590004
NA,NA,NA,NA,NA,NA,a625ngjyor4h,-61.90000916,11.99997044
201237,201255,1918277,NA,0.202,LineString,a625ngaedvkr,-71.19999695,21.69998932
NA,NA,NA,NA,NA,NA,a625ngaedvkr,-71.04358673,21.5722599
201055,201799,6,NA,3.425,LineString,a625ngakcs1m,37,23.59999084
NA,NA,NA,NA,NA,NA,a625ngakcs1m,38.90000916,20.74999046
201255,202030,26713440,NA,2.813,LineString,a625ng4yasd3,-71.04358673,21.5722599
NA,NA,NA,NA,NA,NA,a625ng4yasd3,-68.90000153,19.75
201237,201266,0,NA,0.178,LineString,a625ng5f5k9j,-71.19999695,21.69998932
NA,NA,NA,NA,NA,NA,a625ng5f5k9j,-71.28975677,21.54577065
203188,203159,140762,NA,8.062,LineString,a625ng5q48g9,159.9999847,-30.00001907
NA,NA,NA,NA,NA,NA,a625ng5q48g9,168.0622101,-29.96208954
203159,203174,3,NA,1.938,LineString,a625ngg98sdl,168.0622101,-29.96208954
NA,NA,NA,NA,NA,NA,a625ngg98sdl,169.9999847,-30.00000954
203078,203153,23,NA,11.609,LineString,a625ng7katje,160,-20.00000954
NA,NA,NA,NA,NA,NA,a625ng7katje,168.2293549,-28.18855095
203153,203174,44226,NA,2.533,LineString,a625ngi82ymz,168.2293549,-28.18855095
NA,NA,NA,NA,NA,NA,a625ngi82ymz,169.9999847,-30.00000954
202911,203033,246622,NA,14.125,LineString,a625ngfnycig,179.3000031,-8.899999619
NA,NA,NA,NA,NA,NA,a625ngfnycig,168.3368073,-17.80664062
203033,203040,0,NA,0.306,LineString,a625ng9qs7tx,168.3368073,-17.80664062
NA,NA,NA,NA,NA,NA,a625ng9qs7tx,168.1000214,-18
203040,203031,6582,NA,0.377,LineString,a625ngc2tfox,168.1000214,-18
NA,NA,NA,NA,NA,NA,a625ngc2tfox,168.184906,-17.63305092
203031,202950,15,NA,7.846,LineString,a625ngikts80,168.184906,-17.63305092
NA,NA,NA,NA,NA,NA,a625ngikts80,170,-10.00002003
202774,202755,31754409,NA,5.232,LineString,a625ng4zhgp6,8,2.999969959
NA,NA,NA,NA,NA,NA,a625ng4zhgp6,3.091170073,4.809619904
202755,202751,3769015,NA,0.621,LineString,a625ngbnq5bi,3.091170073,4.809619904
NA,NA,NA,NA,NA,NA,a625ngbnq5bi,2.5,4.999989986
2581,2576,37269,NA,0.016,LineString,a625ng83flze,4.299990177,52.49998093
NA,NA,NA,NA,NA,NA,a625ng83flze,4.308290005,52.51399994
2576,2334,2678773,NA,1.15,LineString,a625ngcv249h,4.308290005,52.51399994
NA,NA,NA,NA,NA,NA,a625ngcv249h,4.899990082,53.49998093
201982,202828,463912,NA,26.57,LineString,a625ng8itfos,150.0000153,20
NA,NA,NA,NA,NA,NA,a625ng8itfos,167.0718994,-0.359340012
202828,203042,40,NA,20.456,LineString,a625ng6rxapd,167.0718994,-0.359340012
NA,NA,NA,NA,NA,NA,a625ng6rxapd,176.8999939,-18.30001068
202949,202849,21,NA,10.556,LineString,a625nggi81om,160,-10.00002003
NA,NA,NA,NA,NA,NA,a625nggi81om,168.0606842,-3.184839964
202849,202791,115497,NA,6.615,LineString,a625ngf7d0c0,168.0606842,-3.184839964
NA,NA,NA,NA,NA,NA,a625ngf7d0c0,173.1000061,1.100000024
202736,202737,0,NA,0.26,LineString,a625ngfrm160,-55.40000916,6.099999905
NA,NA,NA,NA,NA,NA,a625ngfrm160,-55.14445114,6.054910183
202737,202748,57792,NA,3.31,LineString,a625ng948opc,-55.14445114,6.054910183
NA,NA,NA,NA,NA,NA,a625ng948opc,-51.90000153,5.400000095
202613,202606,544512,NA,0.312,LineString,a625ngdzecnb,-68.5,12.09998989
NA,NA,NA,NA,NA,NA,a625ngdzecnb,-68.76558685,12.2628603
202606,202596,2226239,NA,1.263,LineString,a625ng8uopf9,-68.76558685,12.2628603
NA,NA,NA,NA,NA,NA,a625ng8uopf9,-69.84899139,12.91154957
202596,202594,308465,NA,0.175,LineString,a625ngjcwu7i,-69.84899139,12.91154957
NA,NA,NA,NA,NA,NA,a625ngjcwu7i,-70,12.99997997
202618,202627,15975,NA,0.915,LineString,a625ngd2wzts,-87.59999847,11.99997044
NA,NA,NA,NA,NA,NA,a625ngd2wzts,-86.99062347,11.31696987
3333,3083,20707,NA,1.186,LineString,a625ngfx0cbl,0.350149989,50.0904007
NA,NA,NA,NA,NA,NA,a625ngfx0cbl,1.300009966,50.79998016
202534,202584,3308990,NA,1.896,LineString,a625ngk57ua8,-18,14.99997997
NA,NA,NA,NA,NA,NA,a625ngk57ua8,-17.52808952,13.1634903
202584,202632,3847783,NA,2.227,LineString,a625ngb4van6,-17.52808952,13.1634903
NA,NA,NA,NA,NA,NA,a625ngb4van6,-16.99999046,10.99999046
202802,202830,4794263,NA,0.795,LineString,a625ngdvw1i0,8,-1.00E-05
NA,NA,NA,NA,NA,NA,a625ngdvw1i0,8.376099586,-0.700169981
202830,202882,35664495,NA,5.914,LineString,a625ngar4a7c,8.376099586,-0.700169981
NA,NA,NA,NA,NA,NA,a625ngar4a7c,11,-6.000030041
202764,202762,37417,NA,1.072,LineString,a625ngcmsx2b,-1,4
NA,NA,NA,NA,NA,NA,a625ngcmsx2b,0.025319999,4.313210011
202762,202751,44837,NA,2.568,LineString,a625ngksn22s,0.025319999,4.313210011
NA,NA,NA,NA,NA,NA,a625ngksn22s,2.5,4.999989986
135469,135786,1652359,NA,0.632,LineString,a625ng4hr893,-4.699999809,35.99998856
NA,NA,NA,NA,NA,NA,a625ng4hr893,-5.331309795,35.97108078
135786,136033,1095472,NA,0.419,LineString,a625ngbvupvm,-5.331309795,35.97108078
NA,NA,NA,NA,NA,NA,a625ngbvupvm,-5.749989986,35.94998932
202575,202611,9147179,NA,1.44,LineString,a625ng6fl9u9,-61.5,13.49999046
NA,NA,NA,NA,NA,NA,a625ng6fl9u9,-61.87150955,12.10873032
202611,202619,711447,NA,0.112,LineString,a625ng8ltchb,-61.87150955,12.10873032
NA,NA,NA,NA,NA,NA,a625ng8ltchb,-61.90000916,11.99997044
3413,3655,2,NA,1.368,LineString,a625ng7h8o19,-1.299999952,49.95000839
NA,NA,NA,NA,NA,NA,a625ng7h8o19,-2.612999916,49.56747818
3655,4771,52799,NA,3.024,LineString,a625ng84izkw,-2.612999916,49.56747818
NA,NA,NA,NA,NA,NA,a625ng84izkw,-5.5,48.66669083
461,416,2737670,NA,0.503,LineString,a625ngh43hol,-53.20000076,63.59999084
NA,NA,NA,NA,NA,NA,a625ngh43hol,-53.28779984,64.09554291
416,73,27153549,NA,4.989,LineString,a625ngbvo7h3,-53.28779984,64.09554291
NA,NA,NA,NA,NA,NA,a625ngbvo7h3,-54.20000076,69
202469,202513,39197,NA,1.123,LineString,a625ng7hlb8r,-62.24998856,17
NA,NA,NA,NA,NA,NA,a625ng7hlb8r,-61.86511993,15.94466972
202748,202747,2946576,NA,0.365,LineString,a625ngc67spy,-51.90000153,5.400000095
NA,NA,NA,NA,NA,NA,a625ngc67spy,-52.25582886,5.479400158
202747,202736,25873361,NA,3.205,LineString,a625ngh6jvfh,-52.25582886,5.479400158
NA,NA,NA,NA,NA,NA,a625ngh6jvfh,-55.40000916,6.099999905
1104,1098,15113,NA,0.433,LineString,a625ng4nwedj,24.69998932,59.79999924
NA,NA,NA,NA,NA,NA,a625ng4nwedj,25.12755966,59.86907959
1098,991,101396,NA,2.905,LineString,a625ng6le8ad,25.12755966,59.86907959
NA,NA,NA,NA,NA,NA,a625ng6le8ad,28,60.29998016
203044,203043,4784,NA,0.274,LineString,a625ngav3rj5,178.6999969,-18.40000916
NA,NA,NA,NA,NA,NA,a625ngav3rj5,178.4263306,-18.38056946
203043,203042,26678,NA,1.528,LineString,a625ng81vzp1,178.4263306,-18.38056946
NA,NA,NA,NA,NA,NA,a625ng81vzp1,176.8999939,-18.30001068
203123,202981,26,NA,13.428,LineString,a625ng74x3z2,167.7000122,-23
NA,NA,NA,NA,NA,NA,a625ng74x3z2,176.3374939,-12.71899033
202981,202911,84384,NA,4.833,LineString,a625nge6f517,176.3374939,-12.71899033
NA,NA,NA,NA,NA,NA,a625nge6f517,179.3000031,-8.899999619
202805,202703,190279,NA,10.898,LineString,a625ng6y5kas,150.0000153,-1.00E-05
NA,NA,NA,NA,NA,NA,a625ng6y5kas,157.6787415,7.733850002
202703,202665,6,NA,3.244,LineString,a625ngcm62ef,157.6787415,7.733850002
NA,NA,NA,NA,NA,NA,a625ngcm62ef,160,10
202665,202716,6,NA,3.097,LineString,a625ng4mka0t,160,10
NA,NA,NA,NA,NA,NA,a625ng4mka0t,159.9998322,6.90279007
202716,202820,120526,NA,6.903,LineString,a625ngkojnkf,159.9998322,6.90279007
NA,NA,NA,NA,NA,NA,a625ngkojnkf,160,-2.00E-05
1072,541,7,NA,3.51,LineString,a625ngcokke3,-9.999990463,60
NA,NA,NA,NA,NA,NA,a625ngcokke3,-7.307159901,62.25168991
203068,203112,299126,NA,1.23,LineString,a625ngbfmkts,-160.0000153,-20.00000954
NA,NA,NA,NA,NA,NA,a625ngbfmkts,-159.999649,-21.22957993
203112,203176,2132793,NA,8.77,LineString,a625ngbe83t2,-159.999649,-21.22957993
NA,NA,NA,NA,NA,NA,a625ngbe83t2,-160.0000153,-30.00001907
203164,203099,235971,NA,13.515,LineString,a625ngcoslna,-150,-30.00000954
NA,NA,NA,NA,NA,NA,a625ngcoslna,-159.5472565,-20.43461037
203099,203068,1,NA,0.628,LineString,a625nggnuyll,-159.5472565,-20.43461037
NA,NA,NA,NA,NA,NA,a625nggnuyll,-160.0000153,-20.00000954
136499,137170,41537,NA,2.379,LineString,a625ng7uziiq,35.70000076,35.90000153
NA,NA,NA,NA,NA,NA,a625ng7uziiq,33.32289886,35.81529999
137170,137301,5639,NA,0.323,LineString,a625ngc5e9l6,33.32289886,35.81529999
NA,NA,NA,NA,NA,NA,a625ngc5e9l6,33,35.79999924
1785,1832,4085,NA,0.234,LineString,a625ngd6eahx,12.75,55.89999008
NA,NA,NA,NA,NA,NA,a625ngd6eahx,12.66335011,55.68312836
201055,198758,8,NA,4.22,LineString,a625ng7ivzu4,37,23.59999084
NA,NA,NA,NA,NA,NA,a625ng7ivzu4,34.5,26.99998093
198758,201055,13719759,NA,4.22,LineString,a625nggnruxy,34.5,26.99998093
NA,NA,NA,NA,NA,NA,a625nggnruxy,37,23.59999084
198758,194402,4,NA,2.236,LineString,a625ngezyrss,34.5,26.99998093
NA,NA,NA,NA,NA,NA,a625ngezyrss,34.90000153,29.19997978
198758,196985,3791546,NA,1.172,LineString,a625nggz79p2,34.5,26.99998093
NA,NA,NA,NA,NA,NA,a625nggz79p2,33.75001144,27.89998055
194402,198758,39040,NA,2.236,LineString,a625ng9pem32,34.90000153,29.19997978
NA,NA,NA,NA,NA,NA,a625ng9pem32,34.5,26.99998093
196985,192099,6910190,NA,2.136,LineString,a625ngcsedg6,33.75001144,27.89998055
NA,NA,NA,NA,NA,NA,a625ngcsedg6,32.59999847,29.70000076
196985,198758,2,NA,1.172,LineString,a625ngf5pm55,33.75001144,27.89998055
NA,NA,NA,NA,NA,NA,a625ngf5pm55,34.5,26.99998093
202933,202973,14,NA,7.28,LineString,a625ng6wwr2h,49.99998856,-10.00000954
NA,NA,NA,NA,NA,NA,a625ng6wwr2h,46.51166916,-11.01988029
NA,NA,NA,NA,NA,NA,a625ng6wwr2h,43,-11.99997044
202933,202885,21,NA,10.595,LineString,a625ngf1dvc5,49.99998856,-10.00000954
NA,NA,NA,NA,NA,NA,a625ngf1dvc5,44.97822952,-8.278079987
NA,NA,NA,NA,NA,NA,a625ngf1dvc5,40,-6.500030041
203223,203152,15,NA,7.672,LineString,a625ngewmerv,18,-35.00001144
NA,NA,NA,NA,NA,NA,a625ngewmerv,14.56445026,-28.14010048
203152,203147,22209,NA,1.272,LineString,a625ng7rtnyq,14.56445026,-28.14010048
NA,NA,NA,NA,NA,NA,a625ng7rtnyq,14.00000954,-27.00001907
203002,202928,129483,NA,7.416,LineString,a625ng4mt86w,-175.8904114,-14.5058403
NA,NA,NA,NA,NA,NA,a625ng4mt86w,-170,-10.00000954
202968,202998,100395,NA,5.75,LineString,a625ng87a0eq,-175.8161163,-11.63368034
NA,NA,NA,NA,NA,NA,a625ng87a0eq,-170.7567596,-14.36573029
202998,202999,1152,NA,0.066,LineString,a625ngiia5ri,-170.7567596,-14.36573029
NA,NA,NA,NA,NA,NA,a625ngiia5ri,-170.7000122,-14.39999008
201690,198457,13740184,NA,7.795,LineString,a625ngkqvdt8,-18,20.99999046
NA,NA,NA,NA,NA,NA,a625ngkqvdt8,-13.55397034,27.40270996
198457,178477,9759426,NA,5.592,LineString,a625ngc6tb0x,-13.55397034,27.40270996
NA,NA,NA,NA,NA,NA,a625ngc6tb0x,-10.10000038,31.7999897
202999,202991,21388,NA,1.225,LineString,a625ng9aw41y,-170.7000122,-14.39999008
NA,NA,NA,NA,NA,NA,a625ng9aw41y,-171.7546082,-13.77725029
202999,203004,17879,NA,1.024,LineString,a625ng67jc2w,-170.7000122,-14.39999008
NA,NA,NA,NA,NA,NA,a625ng67jc2w,-171.6677856,-14.73458004
202598,202557,5520415,NA,1.698,LineString,a625ng5xd82h,43.29999924,12.69999027
NA,NA,NA,NA,NA,NA,a625ng5xd82h,42.47193146,14.18262005
202557,202535,3069064,NA,0.944,LineString,a625nggl8mu4,42.47193146,14.18262005
NA,NA,NA,NA,NA,NA,a625nggl8mu4,42,14.99997997
203160,203156,3355821,NA,0.853,LineString,a625ng8ved29,32,-29.99999046
NA,NA,NA,NA,NA,NA,a625ng8ved29,32.36666107,-29.23015022
203156,203149,7565351,NA,1.923,LineString,a625ngazxwny,32.36666107,-29.23015022
NA,NA,NA,NA,NA,NA,a625ngazxwny,33.21876144,-27.50621986
203149,203146,4040361,NA,1.027,LineString,a625ng5gmgbq,33.21876144,-27.50621986
NA,NA,NA,NA,NA,NA,a625ng5gmgbq,33.68819046,-26.59305
203146,203140,2635873,NA,0.67,LineString,a625ngglypnm,33.68819046,-26.59305
NA,NA,NA,NA,NA,NA,a625ngglypnm,33.99998856,-26
202933,203006,10,NA,5.099,LineString,a625ngguwhex,49.99998856,-10.00000954
NA,NA,NA,NA,NA,NA,a625ngguwhex,51,-15.00000954
202933,202994,11,NA,5.946,LineString,a625ngclzr4n,49.99998856,-10.00000954
NA,NA,NA,NA,NA,NA,a625ngclzr4n,45.60000992,-13.99999046
202933,202859,15,NA,7.566,LineString,a625ngb9hxh9,49.99998856,-10.00000954
NA,NA,NA,NA,NA,NA,a625ngb9hxh9,52.66584015,-7.307849884
NA,NA,NA,NA,NA,NA,a625ngb9hxh9,55.29999161,-4.599999905
202933,203101,26,NA,13.407,LineString,a625ngf7yn9x,49.99998856,-10.00000954
NA,NA,NA,NA,NA,NA,a625ngf7yn9x,53.44947052,-15.54821014
NA,NA,NA,NA,NA,NA,a625ngf7yn9x,58,-20.69998932
202933,202237,73,NA,36.65,LineString,a625nggjgvth,49.99998856,-10.00000954
NA,NA,NA,NA,NA,NA,a625nggjgvth,52.77865982,-6.366590023
NA,NA,NA,NA,NA,NA,a625nggjgvth,55.51856995,-2.718060017
NA,NA,NA,NA,NA,NA,a625nggjgvth,58.24206924,0.936819971
NA,NA,NA,NA,NA,NA,a625nggjgvth,60.97121811,4.589519978
NA,NA,NA,NA,NA,NA,a625nggjgvth,63.72816086,8.231380463
NA,NA,NA,NA,NA,NA,a625nggjgvth,66.53569031,11.85352993
NA,NA,NA,NA,NA,NA,a625nggjgvth,69.4177475,15.44649982
NA,NA,NA,NA,NA,NA,a625nggjgvth,72.40000916,18.99999046
202885,202933,184988,NA,10.595,LineString,a625nge5x57y,40,-6.500030041
NA,NA,NA,NA,NA,NA,a625nge5x57y,44.97822952,-8.278079987
NA,NA,NA,NA,NA,NA,a625nge5x57y,49.99998856,-10.00000954
202627,202629,0,NA,0.289,LineString,a625ngjqz0la,-86.99062347,11.31696987
NA,NA,NA,NA,NA,NA,a625ngjqz0la,-86.80000305,11.10000038
203305,203300,8066,NA,0.462,LineString,a625ng80mgyz,175,-41.99998093
NA,NA,NA,NA,NA,NA,a625ng80mgyz,174.7563629,-41.60707855
203300,203295,0,NA,0.481,LineString,a625ngdxrrrh,174.7563629,-41.60707855
NA,NA,NA,NA,NA,NA,a625ngdxrrrh,174.5,-41.20003891
203201,203210,38778,NA,2.221,LineString,a625ngkr90ov,-60.5,-32.99996948
NA,NA,NA,NA,NA,NA,a625ngkr90ov,-58.56951141,-34.09738159
203210,203212,3457,NA,0.198,LineString,a625ng664h6w,-58.56951141,-34.09738159
NA,NA,NA,NA,NA,NA,a625ng664h6w,-58.40000916,-34.20003128
203178,203117,191588,NA,10.973,LineString,a625ng5ztoqt,-120,-30.00001907
NA,NA,NA,NA,NA,NA,a625ng5ztoqt,-127.7581024,-22.23991966
203117,203070,6,NA,3.169,LineString,a625ngkfrdwn,-127.7581024,-22.23991966
NA,NA,NA,NA,NA,NA,a625ngkfrdwn,-130,-20.00000954
203165,203150,58508,NA,3.351,LineString,a625nggxu97y,-130,-30.00000954
NA,NA,NA,NA,NA,NA,a625nggxu97y,-127.6412888,-27.62027931
203150,203079,188428,NA,10.792,LineString,a625ngkvj8ki,-127.6412888,-27.62027931
NA,NA,NA,NA,NA,NA,a625ngkvj8ki,-120,-20.00003052
202990,202980,8385479,NA,1.22,LineString,a625ngf8ouu1,-77,-13.7000103
NA,NA,NA,NA,NA,NA,a625ngf8ouu1,-77.4616394,-12.57042027
202980,202975,4247726,NA,0.618,LineString,a625ngjwa9tv,-77.4616394,-12.57042027
NA,NA,NA,NA,NA,NA,a625ngjwa9tv,-77.69999695,-12.00002003
68407,107640,4,NA,2.351,LineString,a625ng8wm80a,-8.999990463,41.09999084
NA,NA,NA,NA,NA,NA,a625ng8wm80a,-9.53085041,38.80997086
107640,111463,5552,NA,0.318,LineString,a625ngh6lrtc,-9.53085041,38.80997086
NA,NA,NA,NA,NA,NA,a625ngh6lrtc,-9.600000381,38.5
202936,202952,1065,NA,0.061,LineString,a625ng6xe0cf,147,-10.00000954
NA,NA,NA,NA,NA,NA,a625ng6xe0cf,147.0514221,-10.03217983
202952,202974,7,NA,3.545,LineString,a625ngg3auly,147.0514221,-10.03217983
NA,NA,NA,NA,NA,NA,a625ngg3auly,150.0000153,-12
202862,202886,4,NA,2.31,LineString,a625ngcaho4z,147,-4.800000191
NA,NA,NA,NA,NA,NA,a625ngcaho4z,148.5614777,-6.502230167
202886,202891,11575,NA,0.663,LineString,a625ngfv0whv,148.5614777,-6.502230167
NA,NA,NA,NA,NA,NA,a625ngfv0whv,149,-7.000010014
202819,202730,17,NA,8.811,LineString,a625nggqgz6a,140,-2.00E-05
NA,NA,NA,NA,NA,NA,a625nggqgz6a,133.8112488,6.272170067
202730,202648,93079,NA,5.331,LineString,a625nghvav53,133.8112488,6.272170067
NA,NA,NA,NA,NA,NA,a625nghvav53,129.9999847,10.00000954
202649,202645,10,NA,5.46,LineString,a625ngasc4mm,140.0000153,10.00000954
NA,NA,NA,NA,NA,NA,a625ngasc4mm,134.5398712,10.04669952
202645,202648,79268,NA,4.54,LineString,a625ng5er9lw,134.5398712,10.04669952
NA,NA,NA,NA,NA,NA,a625ng5er9lw,129.9999847,10.00000954
