from,to,freq,name,length,geometry_type,id,coordx,coordy
NA,NA,NA,NA,NA,NA,a625ngbu0j3f,-162.5332642,7.516880035
NA,NA,NA,NA,NA,NA,a625ngbu0j3f,-165.0379333,5.019249916
NA,NA,NA,NA,NA,NA,a625ngbu0j3f,-167.5236816,2.512010098
NA,NA,NA,NA,NA,NA,a625ngbu0j3f,-170,-2.00E-05
202653,202808,20,NA,10,LineString,a625ngjjxol1,-160,10
NA,NA,NA,NA,NA,NA,a625ngjjxol1,-160.0002594,5.000370026
NA,NA,NA,NA,NA,NA,a625ngjjxol1,-160.0000153,-2.00E-05
202653,202822,28,NA,14.142,LineString,a625ng6nnq1z,-160,10
NA,NA,NA,NA,NA,NA,a625ng6nnq1z,-157.4663696,7.516679764
NA,NA,NA,NA,NA,NA,a625ng6nnq1z,-154.9616241,5.01899004
NA,NA,NA,NA,NA,NA,a625ng6nnq1z,-152.4760284,2.511830091
NA,NA,NA,NA,NA,NA,a625ng6nnq1z,-150,-3.00E-05
202653,202652,20,NA,10,LineString,a625nghooryu,-160,10
NA,NA,NA,NA,NA,NA,a625nghooryu,-164.9997559,10.03670979
NA,NA,NA,NA,NA,NA,a625nghooryu,-170,10
202653,202654,20,NA,10,LineString,a625ng679sds,-160,10
NA,NA,NA,NA,NA,NA,a625ng679sds,-154.9997559,10.03670979
NA,NA,NA,NA,NA,NA,a625ng679sds,-150,10
202653,201971,28,NA,14.154,LineString,a625nga6iszj,-160,10
NA,NA,NA,NA,NA,NA,a625nga6iszj,-162.3674622,12.70580006
NA,NA,NA,NA,NA,NA,a625nga6iszj,-164.8824921,15.05467033
NA,NA,NA,NA,NA,NA,a625nga6iszj,-167.4063263,17.54375076
NA,NA,NA,NA,NA,NA,a625nga6iszj,-170,20
202653,201972,28,NA,14.145,LineString,a625ngc74r6z,-160,10
NA,NA,NA,NA,NA,NA,a625ngc74r6z,-157.5818634,12.53890991
NA,NA,NA,NA,NA,NA,a625ngc74r6z,-155.1163025,15.05545044
NA,NA,NA,NA,NA,NA,a625ngc74r6z,-152.5927124,17.54435921
NA,NA,NA,NA,NA,NA,a625ngc74r6z,-150,20
202654,202999,64,NA,32,LineString,a625ngefmkl6,-150,10
NA,NA,NA,NA,NA,NA,a625ngefmkl6,-152.60112,6.955820084
NA,NA,NA,NA,NA,NA,a625ngefmkl6,-155.1690216,3.897330046
NA,NA,NA,NA,NA,NA,a625ngefmkl6,-157.7184448,0.830910027
NA,NA,NA,NA,NA,NA,a625ngefmkl6,-160.2639618,-2.237179995
NA,NA,NA,NA,NA,NA,a625ngefmkl6,-162.8200378,-5.300720215
NA,NA,NA,NA,NA,NA,a625ngefmkl6,-165.4013062,-8.353480339
NA,NA,NA,NA,NA,NA,a625ngefmkl6,-168.0227661,-11.38883018
NA,NA,NA,NA,NA,NA,NA,-170.7000122,-14.39999008
202654,201620,237717,NA,13.615,LineString,a625ngbqzvdb,-150,10
NA,NA,NA,NA,NA,NA,a625ngbqzvdb,-153.199173,15.8540802
NA,NA,NA,NA,NA,NA,a625ngbqzvdb,-157.6699982,21.16669083
202813,202901,18,NA,9.082,LineString,a625ng6kveb1,-9.999990463,-2.00E-05
NA,NA,NA,NA,NA,NA,a625ng6kveb1,-12.13957024,-4.002999783
NA,NA,NA,NA,NA,NA,a625ng6kveb1,-14.30000019,-8.000009537
202813,202943,28,NA,14.142,LineString,a625nghy0lbs,-9.999990463,-2.00E-05
NA,NA,NA,NA,NA,NA,a625nghy0lbs,-7.523960114,-2.511869907
NA,NA,NA,NA,NA,NA,a625nghy0lbs,-5.038370132,-5.019010067
NA,NA,NA,NA,NA,NA,a625nghy0lbs,-2.533629894,-7.516699791
NA,NA,NA,NA,NA,NA,a625nghy0lbs,0,-10.00002003
202813,202942,174600,NA,10,LineString,a625ng7lrj5x,-9.999990463,-2.00E-05
NA,NA,NA,NA,NA,NA,a625ng7lrj5x,-9.999739647,-5.000390053
NA,NA,NA,NA,NA,NA,a625ng7lrj5x,-10,-10.00002003
202813,202814,20,NA,10,LineString,a625ngb1hbtc,-9.999990463,-2.00E-05
NA,NA,NA,NA,NA,NA,a625ngb1hbtc,-4.999989986,-2.00E-05
NA,NA,NA,NA,NA,NA,a625ngb1hbtc,0,-2.00E-05
202813,202812,20,NA,10,LineString,a625ng5g9vp3,-9.999990463,-2.00E-05
NA,NA,NA,NA,NA,NA,a625ng5g9vp3,-15,-2.00E-05
NA,NA,NA,NA,NA,NA,a625ng5g9vp3,-20,-2.00E-05
202662,202837,1122128,NA,32.149,LineString,a625ngeqgunh,60,10
NA,NA,NA,NA,NA,NA,a625ngeqgunh,63.81438065,8.633330345
NA,NA,NA,NA,NA,NA,a625ngeqgunh,67.60153961,7.233170033
NA,NA,NA,NA,NA,NA,a625ngeqgunh,71.36566162,5.805399895
NA,NA,NA,NA,NA,NA,a625ngeqgunh,75.11116028,4.355810165
NA,NA,NA,NA,NA,NA,a625ngeqgunh,78.84262085,2.890120029
NA,NA,NA,NA,NA,NA,a625ngeqgunh,82.56472778,1.413789988
NA,NA,NA,NA,NA,NA,a625ngeqgunh,86.28224182,-0.067699999
NA,NA,NA,NA,NA,NA,a625ngeqgunh,89.99999237,-1.548820019
202839,202890,30,NA,15.024,LineString,a625ngecr3xs,90.00006104,-1.549049973
NA,NA,NA,NA,NA,NA,a625ngecr3xs,93.48370361,-2.930429935
NA,NA,NA,NA,NA,NA,a625ngecr3xs,96.97573853,-4.302490234
NA,NA,NA,NA,NA,NA,a625ngecr3xs,100.4798889,-5.660540104
NA,NA,NA,NA,NA,NA,a625ngecr3xs,104,-7.000010014
202662,202624,15,NA,7.865,LineString,a625ngck3soo,60,10
NA,NA,NA,NA,NA,NA,a625ngck3soo,56.16030121,10.82281017
NA,NA,NA,NA,NA,NA,a625ngck3soo,52.29999161,11.60000038
202662,201965,20,NA,10.05,LineString,a625ngkfew4p,60,10
NA,NA,NA,NA,NA,NA,a625ngkfew4p,59.5107193,15.00154972
NA,NA,NA,NA,NA,NA,a625ngkfew4p,59.00001144,20.00000954
202662,202803,28,NA,14.142,LineString,a625nghqo4oz,60,10
NA,NA,NA,NA,NA,NA,a625nghqo4oz,57.46673965,7.516880035
NA,NA,NA,NA,NA,NA,a625nghqo4oz,54.96207047,5.019249916
NA,NA,NA,NA,NA,NA,a625nghqo4oz,52.47631836,2.512010098
NA,NA,NA,NA,NA,NA,a625nghqo4oz,50,-1.00E-05
202662,202815,349040,NA,10,LineString,a625ngedrd10,60,10
NA,NA,NA,NA,NA,NA,a625ngedrd10,59.9997406,5.000380039
NA,NA,NA,NA,NA,NA,a625ngedrd10,59.99998093,-2.00E-05
202662,202825,28,NA,14.142,LineString,a625ngd5b2gs,60,10
NA,NA,NA,NA,NA,NA,a625ngd5b2gs,62.53364182,7.516679764
NA,NA,NA,NA,NA,NA,a625ngd5b2gs,65.0383606,5.01899004
NA,NA,NA,NA,NA,NA,a625ngd5b2gs,67.52394867,2.511850119
NA,NA,NA,NA,NA,NA,a625ngd5b2gs,69.99999237,-3.00E-05
202662,202663,20,NA,10,LineString,a625ngh3j2m0,60,10
NA,NA,NA,NA,NA,NA,a625ngh3j2m0,65.00022125,10.03670979
NA,NA,NA,NA,NA,NA,a625ngh3j2m0,69.99999237,10
202662,201966,28,NA,14.145,LineString,a625ng6jb2ei,60,10
NA,NA,NA,NA,NA,NA,a625ng6jb2ei,62.41812897,12.53890991
NA,NA,NA,NA,NA,NA,a625ng6jb2ei,64.88368225,15.05545044
NA,NA,NA,NA,NA,NA,a625ng6jb2ei,67.40727234,17.54434013
NA,NA,NA,NA,NA,NA,a625ng6jb2ei,69.99997711,20.00000954
202663,201965,29,NA,14.887,LineString,a625nghv7sg1,69.99999237,10
NA,NA,NA,NA,NA,NA,a625nghv7sg1,67.32462311,12.52980042
NA,NA,NA,NA,NA,NA,a625nghv7sg1,64.59647369,15.03262043
NA,NA,NA,NA,NA,NA,a625nghv7sg1,61.64754868,17.28396034
NA,NA,NA,NA,NA,NA,a625nghv7sg1,59.00001144,20.00000954
202663,202671,10,NA,5.308,LineString,a625ng5i2ikg,69.99999237,10
NA,NA,NA,NA,NA,NA,a625ng5i2ikg,75.30000305,9.699979782
202663,202765,13,NA,6.708,LineString,a625ng4o6i2s,69.99999237,10
NA,NA,NA,NA,NA,NA,a625ng4o6i2s,73.00000763,4
202663,202765,13,NA,6.708,LineString,a625ngef4ju9,69.99999237,10
NA,NA,NA,NA,NA,NA,a625ngef4ju9,73.00000763,4
202663,202815,51222098,NA,14.142,LineString,a625ng5m8aew,69.99999237,10
NA,NA,NA,NA,NA,NA,a625ng5m8aew,67.46672058,7.516880035
NA,NA,NA,NA,NA,NA,a625ng5m8aew,64.96206665,5.019249916
NA,NA,NA,NA,NA,NA,a625ng5m8aew,62.47631836,2.512010098
NA,NA,NA,NA,NA,NA,a625ng5m8aew,59.99998093,-2.00E-05
202663,202825,20,NA,10,LineString,a625ng9qtan4,69.99999237,10
NA,NA,NA,NA,NA,NA,a625ng9qtan4,69.99973297,5.000370026
NA,NA,NA,NA,NA,NA,a625ng9qtan4,69.99999237,-3.00E-05
202811,202661,20,NA,10,LineString,a625ng4m0u1e,-40,-2.00E-05
NA,NA,NA,NA,NA,NA,a625ng4m0u1e,-40.00027084,5.000370026
NA,NA,NA,NA,NA,NA,a625ng4m0u1e,-40,10
202811,202647,28,NA,14.142,LineString,a625ng8mjbov,-40,-2.00E-05
NA,NA,NA,NA,NA,NA,a625ng8mjbov,-37.52368164,2.512010098
NA,NA,NA,NA,NA,NA,a625ng8mjbov,-35.03794098,5.019249916
NA,NA,NA,NA,NA,NA,a625ng8mjbov,-32.5332489,7.516880035
NA,NA,NA,NA,NA,NA,a625ng8mjbov,-30,10.00000954
202801,202872,12,NA,6.481,LineString,a625ngadf0np,-30,-1.00E-05
NA,NA,NA,NA,NA,NA,a625ngadf0np,-33.79999924,-5.250020027
202801,202632,34,NA,17.03,LineString,a625ng605lr6,-30,-1.00E-05
NA,NA,NA,NA,NA,NA,a625ng605lr6,-26.78735924,2.772200108
NA,NA,NA,NA,NA,NA,a625ng605lr6,-23.55981064,5.535610199
NA,NA,NA,NA,NA,NA,a625ng605lr6,-20.30240059,8.281270027
NA,NA,NA,NA,NA,NA,a625ng605lr6,-16.99999046,10.99999046
202801,202931,174600,NA,10,LineString,a625ngde0zny,-30,-1.00E-05
NA,NA,NA,NA,NA,NA,a625ngde0zny,-29.99972916,-5.000400066
NA,NA,NA,NA,NA,NA,a625ngde0zny,-30,-10.00000954
202801,202932,28,NA,14.142,LineString,a625ngdybq88,-30,-1.00E-05
NA,NA,NA,NA,NA,NA,a625ngdybq88,-27.52395058,-2.511869907
NA,NA,NA,NA,NA,NA,a625ngdybq88,-25.03837013,-5.019020081
NA,NA,NA,NA,NA,NA,a625ngdybq88,-22.53363991,-7.516699791
NA,NA,NA,NA,NA,NA,a625ngdybq88,-20,-10.00000954
202801,202811,20,NA,10,LineString,a625ngb51zdi,-30,-1.00E-05
NA,NA,NA,NA,NA,NA,a625ngb51zdi,-34.99998856,-2.00E-05
NA,NA,NA,NA,NA,NA,a625ngb51zdi,-40,-2.00E-05
202801,202812,20,NA,10,LineString,a625nggbfoba,-30,-1.00E-05
NA,NA,NA,NA,NA,NA,a625nggbfoba,-25.00000954,-2.00E-05
NA,NA,NA,NA,NA,NA,a625nggbfoba,-20,-2.00E-05
202801,202661,28,NA,14.142,LineString,a625ngark273,-30,-1.00E-05
NA,NA,NA,NA,NA,NA,a625ngark273,-32.47605133,2.511830091
NA,NA,NA,NA,NA,NA,a625ngark273,-34.96163177,5.019010067
NA,NA,NA,NA,NA,NA,a625ngark273,-37.46635818,7.516670227
NA,NA,NA,NA,NA,NA,a625ngark273,-40,10
202801,202647,20,NA,10,LineString,a625ngjznxj0,-30,-1.00E-05
NA,NA,NA,NA,NA,NA,a625ngjznxj0,-30.00027084,5.000370026
NA,NA,NA,NA,NA,NA,a625ngjznxj0,-30,10.00000954
202812,202632,22,NA,11.402,LineString,a625ng72io0d,-20,-2.00E-05
NA,NA,NA,NA,NA,NA,a625ng72io0d,-18.51395988,5.502399921
NA,NA,NA,NA,NA,NA,a625ng72io0d,-16.99999046,10.99999046
202812,202901,19,NA,9.872,LineString,a625ng5tp5ej,-20,-2.00E-05
NA,NA,NA,NA,NA,NA,a625ng5tp5ej,-17.60833931,-4.205739975
NA,NA,NA,NA,NA,NA,a625ng5tp5ej,-14.30000019,-8.000009537
202812,202931,493612,NA,14.142,LineString,a625ng7u41bm,-20,-2.00E-05
NA,NA,NA,NA,NA,NA,a625ng7u41bm,-22.47632027,-2.512010098
NA,NA,NA,NA,NA,NA,a625ng7u41bm,-24.96207047,-5.019309998
NA,NA,NA,NA,NA,NA,a625ng7u41bm,-27.46673965,-7.516910076
NA,NA,NA,NA,NA,NA,a625ng7u41bm,-30,-10.00000954
202812,202932,20,NA,10,LineString,a625ng8agk4h,-20,-2.00E-05
NA,NA,NA,NA,NA,NA,a625ng8agk4h,-19.9997406,-5.000390053
NA,NA,NA,NA,NA,NA,a625ng8agk4h,-20,-10.00000954
202812,202801,20,NA,10,LineString,a625ngadz1o5,-20,-2.00E-05
NA,NA,NA,NA,NA,NA,a625ngadz1o5,-25.00000954,-2.00E-05
NA,NA,NA,NA,NA,NA,a625ngadz1o5,-30,-1.00E-05
202812,202813,20,NA,10,LineString,a625ng7ejd99,-20,-2.00E-05
NA,NA,NA,NA,NA,NA,a625ng7ejd99,-15,-2.00E-05
NA,NA,NA,NA,NA,NA,a625ng7ejd99,-9.999990463,-2.00E-05
202812,202647,28,NA,14.142,LineString,a625nghr512a,-20,-2.00E-05
NA,NA,NA,NA,NA,NA,a625nghr512a,-22.47603989,2.511830091
NA,NA,NA,NA,NA,NA,a625nghr512a,-24.96162987,5.01899004
NA,NA,NA,NA,NA,NA,a625nghr512a,-27.46636009,7.516679764
NA,NA,NA,NA,NA,NA,a625nghr512a,-30,10.00000954
202813,202632,26,NA,13.039,LineString,a625ngidysmw,-9.999990463,-2.00E-05
NA,NA,NA,NA,NA,NA,a625ngidysmw,-13.42770958,5.530240059
NA,NA,NA,NA,NA,NA,a625ngidysmw,-16.99999046,10.99999046
202813,202746,11,NA,5.701,LineString,a625ng9p57jl,-9.999990463,-2.00E-05
NA,NA,NA,NA,NA,NA,a625ng9p57jl,-11.50000954,5.499979973
202813,202770,8,NA,4.301,LineString,a625ngarah0w,-9.999990463,-2.00E-05
NA,NA,NA,NA,NA,NA,a625ngarah0w,-7.499989986,3.499989986
202813,203223,90,NA,45.03,LineString,a625ngg5fe13,-9.999990463,-2.00E-05
NA,NA,NA,NA,NA,NA,a625ngg5fe13,-7.471529961,-4.655610085
NA,NA,NA,NA,NA,NA,a625ngg5fe13,-4.901669979,-9.298520088
NA,NA,NA,NA,NA,NA,a625ngg5fe13,-1.337839961,-13.36732006
NA,NA,NA,NA,NA,NA,a625ngg5fe13,2.450309992,-17.6728096
NA,NA,NA,NA,NA,NA,a625ngg5fe13,6.41549015,-22.15922928
NA,NA,NA,NA,NA,NA,a625ngg5fe13,10.26068974,-26.46121979
NA,NA,NA,NA,NA,NA,a625ngg5fe13,14.18525028,-30.81225014
NA,NA,NA,NA,NA,NA,a625ngg5fe13,18,-35.00001144
202823,202810,20,NA,10,LineString,a625nga90n3n,-110,-3.00E-05
NA,NA,NA,NA,NA,NA,a625nga90n3n,-105,-2.00E-05
NA,NA,NA,NA,NA,NA,a625nga90n3n,-100,-2.00E-05
202823,202656,28,NA,14.142,LineString,a625ngbweml2,-110,-3.00E-05
NA,NA,NA,NA,NA,NA,a625ngbweml2,-112.4760513,2.511850119
NA,NA,NA,NA,NA,NA,a625ngbweml2,-114.9616318,5.01899004
NA,NA,NA,NA,NA,NA,a625ngbweml2,-117.4663696,7.516679764
NA,NA,NA,NA,NA,NA,a625ngbweml2,-120,10
202823,202667,174600,NA,10,LineString,a625ngdpksj1,-110,-3.00E-05
NA,NA,NA,NA,NA,NA,a625ngdpksj1,-110.000267,5.000370026
NA,NA,NA,NA,NA,NA,a625ngdpksj1,-110,9.999990463
202823,202657,28,NA,14.142,LineString,a625ng75aegy,-110,-3.00E-05
NA,NA,NA,NA,NA,NA,a625ng75aegy,-107.5236816,2.512010098
NA,NA,NA,NA,NA,NA,a625ng75aegy,-105.0379333,5.019269943
NA,NA,NA,NA,NA,NA,a625ng75aegy,-102.5332565,7.516880035
NA,NA,NA,NA,NA,NA,a625ng75aegy,-100,10
202810,202618,34,NA,17.257,LineString,a625ngjfo7oh,-100,-2.00E-05
NA,NA,NA,NA,NA,NA,a625ngjfo7oh,-96.94242096,3.022089958
NA,NA,NA,NA,NA,NA,a625ngjfo7oh,-93.86798096,6.035449982
NA,NA,NA,NA,NA,NA,a625ngjfo7oh,-90.75964355,9.031160355
NA,NA,NA,NA,NA,NA,a625ngjfo7oh,-87.59999847,11.99997044
202810,202940,28,NA,14.142,LineString,a625nghygajm,-100,-2.00E-05
NA,NA,NA,NA,NA,NA,a625nghygajm,-102.4763184,-2.512010098
NA,NA,NA,NA,NA,NA,a625nghygajm,-104.9620667,-5.01928997
NA,NA,NA,NA,NA,NA,a625nghygajm,-107.4667435,-7.516900063
NA,NA,NA,NA,NA,NA,a625nghygajm,-110,-10.00002003
202810,202941,20,NA,10,LineString,a625ng56oott,-100,-2.00E-05
NA,NA,NA,NA,NA,NA,a625ng56oott,-99.99973297,-5.000380039
NA,NA,NA,NA,NA,NA,a625ng56oott,-100,-10.00002003
202810,202951,28,NA,14.142,LineString,a625ngcmfp64,-100,-2.00E-05
NA,NA,NA,NA,NA,NA,a625ngcmfp64,-97.52394867,-2.511859894
NA,NA,NA,NA,NA,NA,a625ngcmfp64,-95.03836823,-5.019010067
NA,NA,NA,NA,NA,NA,a625ngcmfp64,-92.533638,-7.516709805
NA,NA,NA,NA,NA,NA,a625ngcmfp64,-90,-10.00002956
202810,202823,20,NA,10,LineString,a625ngio1c8v,-100,-2.00E-05
NA,NA,NA,NA,NA,NA,a625ngio1c8v,-105,-2.00E-05
NA,NA,NA,NA,NA,NA,a625ngio1c8v,-110,-3.00E-05
202810,202824,20,NA,10,LineString,a625ng9ugzfz,-100,-2.00E-05
NA,NA,NA,NA,NA,NA,a625ng9ugzfz,-95,-2.00E-05
NA,NA,NA,NA,NA,NA,a625ng9ugzfz,-90,-3.00E-05
202810,202667,246919,NA,14.142,LineString,a625ngketlqr,-100,-2.00E-05
NA,NA,NA,NA,NA,NA,a625ngketlqr,-102.4760513,2.511850119
NA,NA,NA,NA,NA,NA,a625ngketlqr,-104.9616318,5.01899004
NA,NA,NA,NA,NA,NA,a625ngketlqr,-107.466362,7.516679764
NA,NA,NA,NA,NA,NA,a625ngketlqr,-110,9.999990463
202810,202657,20,NA,10,LineString,a625nghlxg5s,-100,-2.00E-05
NA,NA,NA,NA,NA,NA,a625nghlxg5s,-100.000267,5.000370026
NA,NA,NA,NA,NA,NA,a625nghlxg5s,-100,10
203218,203280,2120769,NA,6.801,LineString,a625ngioqcl7,26,-34.5
NA,NA,NA,NA,NA,NA,a625ngioqcl7,30.00000954,-40.00003052
203218,203281,30,NA,15.051,LineString,a625ngdfvg3y,26,-34.5
NA,NA,NA,NA,NA,NA,a625ngdfvg3y,32.74850845,-37.44073105
NA,NA,NA,NA,NA,NA,a625ngdfvg3y,40,-40.00003052
202824,202618,24,NA,12.238,LineString,a625ng7lel2w,-90,-3.00E-05
NA,NA,NA,NA,NA,NA,a625ng7lel2w,-88.81343079,6.002009869
NA,NA,NA,NA,NA,NA,a625ng7lel2w,-87.59999847,11.99997044
202824,202712,24,NA,12.207,LineString,a625nges80gq,-90,-3.00E-05
NA,NA,NA,NA,NA,NA,a625nges80gq,-85.01851654,3.51335001
NA,NA,NA,NA,NA,NA,a625nges80gq,-80,6.999989986
202824,202831,16,NA,8.249,LineString,a625ngdsft97,-90,-3.00E-05
NA,NA,NA,NA,NA,NA,a625ngdsft97,-85.90026093,-0.45115
NA,NA,NA,NA,NA,NA,a625ngdsft97,-81.80000305,-0.899999976
202824,202941,1970602,NA,14.142,LineString,a625ngfqnxy2,-90,-3.00E-05
NA,NA,NA,NA,NA,NA,a625ngfqnxy2,-92.47631836,-2.512020111
NA,NA,NA,NA,NA,NA,a625ngfqnxy2,-94.96206665,-5.01928997
NA,NA,NA,NA,NA,NA,a625ngfqnxy2,-97.46674347,-7.516890049
NA,NA,NA,NA,NA,NA,a625ngfqnxy2,-100,-10.00002003
202824,202951,20,NA,10,LineString,a625nghdjvz4,-90,-3.00E-05
NA,NA,NA,NA,NA,NA,a625nghdjvz4,-89.99973297,-5.000400066
NA,NA,NA,NA,NA,NA,a625nghdjvz4,-90,-10.00002956
202824,202930,28,NA,14.142,LineString,a625ngitg6o9,-90,-3.00E-05
NA,NA,NA,NA,NA,NA,a625ngitg6o9,-87.5239563,-2.511869907
NA,NA,NA,NA,NA,NA,a625ngitg6o9,-85.03836823,-5.019020081
NA,NA,NA,NA,NA,NA,a625ngitg6o9,-82.533638,-7.516709805
NA,NA,NA,NA,NA,NA,a625ngitg6o9,-80,-10.00000954
202824,202810,20,NA,10,LineString,a625ngc41gq3,-90,-3.00E-05
NA,NA,NA,NA,NA,NA,a625ngc41gq3,-95,-2.00E-05
NA,NA,NA,NA,NA,NA,a625ngc41gq3,-100,-2.00E-05
202824,202657,28,NA,14.142,LineString,a625ngep0l7l,-90,-3.00E-05
NA,NA,NA,NA,NA,NA,a625ngep0l7l,-92.4760437,2.511830091
NA,NA,NA,NA,NA,NA,a625ngep0l7l,-94.96163177,5.019000053
NA,NA,NA,NA,NA,NA,a625ngep0l7l,-97.466362,7.516670227
NA,NA,NA,NA,NA,NA,a625ngep0l7l,-100,10
202811,202872,16,NA,8.124,LineString,a625ngc4kn07,-40,-2.00E-05
NA,NA,NA,NA,NA,NA,a625ngc4kn07,-36.90229034,-2.623310089
NA,NA,NA,NA,NA,NA,a625ngc4kn07,-33.79999924,-5.250020027
202811,202800,16,NA,8,LineString,a625ngfiim4i,-40,-2.00E-05
NA,NA,NA,NA,NA,NA,a625ngfiim4i,-44,-2.00E-05
NA,NA,NA,NA,NA,NA,a625ngfiim4i,-48,-1.00E-05
202811,202801,20,NA,10,LineString,a625ng7xzbq1,-40,-2.00E-05
NA,NA,NA,NA,NA,NA,a625ng7xzbq1,-34.99998856,-2.00E-05
NA,NA,NA,NA,NA,NA,a625ng7xzbq1,-30,-1.00E-05
202811,202660,28,NA,14.142,LineString,a625ngjc33dh,-40,-2.00E-05
NA,NA,NA,NA,NA,NA,a625ngjc33dh,-42.47605896,2.511830091
NA,NA,NA,NA,NA,NA,a625ngjc33dh,-44.9616394,5.01899004
NA,NA,NA,NA,NA,NA,a625ngjc33dh,-47.46636963,7.516679764
NA,NA,NA,NA,NA,NA,a625ngjc33dh,-50,10
202809,202939,28,NA,14.142,LineString,a625ngagh08q,-120,-2.00E-05
NA,NA,NA,NA,NA,NA,a625ngagh08q,-122.4763184,-2.512010098
NA,NA,NA,NA,NA,NA,a625ngagh08q,-124.9620667,-5.019309998
NA,NA,NA,NA,NA,NA,a625ngagh08q,-127.4667511,-7.51692009
NA,NA,NA,NA,NA,NA,a625ngagh08q,-129.9999847,-10.00002003
202809,202929,20,NA,10,LineString,a625nghr1yih,-120,-2.00E-05
NA,NA,NA,NA,NA,NA,a625nghr1yih,-119.9997406,-5.000400066
NA,NA,NA,NA,NA,NA,a625nghr1yih,-120,-10.00000954
202809,202940,28,NA,14.142,LineString,a625ng5j6zhk,-120,-2.00E-05
NA,NA,NA,NA,NA,NA,a625ng5j6zhk,-117.5239563,-2.511869907
NA,NA,NA,NA,NA,NA,a625ng5j6zhk,-115.0383606,-5.019050121
NA,NA,NA,NA,NA,NA,a625ng5j6zhk,-112.533638,-7.516699791
NA,NA,NA,NA,NA,NA,a625ng5j6zhk,-110,-10.00002003
202809,202799,20,NA,10,LineString,a625ngaiq98s,-120,-2.00E-05
NA,NA,NA,NA,NA,NA,a625ngaiq98s,-125,-2.00E-05
NA,NA,NA,NA,NA,NA,a625ngaiq98s,-130,-1.00E-05
202809,202823,20,NA,10,LineString,a625ng9oyyuu,-120,-2.00E-05
NA,NA,NA,NA,NA,NA,a625ng9oyyuu,-115.0000076,-1.00E-05
NA,NA,NA,NA,NA,NA,a625ng9oyyuu,-110,-3.00E-05
202809,202666,246919,NA,14.142,LineString,a625ngfe6eyk,-120,-2.00E-05
NA,NA,NA,NA,NA,NA,a625ngfe6eyk,-122.4760437,2.511850119
NA,NA,NA,NA,NA,NA,a625ngfe6eyk,-124.9616318,5.01899004
NA,NA,NA,NA,NA,NA,a625ngfe6eyk,-127.4663696,7.516679764
NA,NA,NA,NA,NA,NA,a625ngfe6eyk,-129.9999847,9.999990463
202809,202656,20,NA,10,LineString,a625ngakh7kh,-120,-2.00E-05
NA,NA,NA,NA,NA,NA,a625ngakh7kh,-120.000267,5.000370026
NA,NA,NA,NA,NA,NA,a625ngakh7kh,-120,10
202809,202667,28,NA,14.142,LineString,a625ngdhkksg,-120,-2.00E-05
NA,NA,NA,NA,NA,NA,a625ngdhkksg,-117.5236893,2.512010098
NA,NA,NA,NA,NA,NA,a625ngdhkksg,-115.037941,5.019249916
NA,NA,NA,NA,NA,NA,a625ngdhkksg,-112.5332565,7.516870022
NA,NA,NA,NA,NA,NA,a625ngdhkksg,-110,9.999990463
202823,202929,28,NA,14.142,LineString,a625ngjkpxis,-110,-3.00E-05
NA,NA,NA,NA,NA,NA,a625ngjkpxis,-112.4763184,-2.5120399
NA,NA,NA,NA,NA,NA,a625ngjkpxis,-114.9620667,-5.01928997
NA,NA,NA,NA,NA,NA,a625ngjkpxis,-117.4667435,-7.516900063
NA,NA,NA,NA,NA,NA,a625ngjkpxis,-120,-10.00000954
202823,202940,20,NA,10,LineString,a625ng5fxq72,-110,-3.00E-05
NA,NA,NA,NA,NA,NA,a625ng5fxq72,-109.999733,-5.000390053
NA,NA,NA,NA,NA,NA,a625ng5fxq72,-110,-10.00002003
202823,202941,28,NA,14.142,LineString,a625ngaxk3cd,-110,-3.00E-05
NA,NA,NA,NA,NA,NA,a625ngaxk3cd,-107.5239563,-2.511869907
NA,NA,NA,NA,NA,NA,a625ngaxk3cd,-105.0383682,-5.019020081
NA,NA,NA,NA,NA,NA,a625ngaxk3cd,-102.533638,-7.516699791
NA,NA,NA,NA,NA,NA,a625ngaxk3cd,-100,-10.00002003
202823,202809,20,NA,10,LineString,a625ngkv82bi,-110,-3.00E-05
NA,NA,NA,NA,NA,NA,a625ngkv82bi,-115.0000076,-1.00E-05
NA,NA,NA,NA,NA,NA,a625ngkv82bi,-120,-2.00E-05
202807,202653,28,NA,14.142,LineString,a625ngil16qx,-170,-2.00E-05
NA,NA,NA,NA,NA,NA,a625ngil16qx,-167.5236816,2.512010098
NA,NA,NA,NA,NA,NA,a625ngil16qx,-165.0379333,5.019249916
NA,NA,NA,NA,NA,NA,a625ngil16qx,-162.5332642,7.516880035
NA,NA,NA,NA,NA,NA,a625ngil16qx,-160,10
202808,202928,28,NA,14.142,LineString,a625ngd23uk4,-160.0000153,-2.00E-05
NA,NA,NA,NA,NA,NA,a625ngd23uk4,-162.4763184,-2.512020111
NA,NA,NA,NA,NA,NA,a625ngd23uk4,-164.9620667,-5.019309998
NA,NA,NA,NA,NA,NA,a625ngd23uk4,-167.4667358,-7.516910076
NA,NA,NA,NA,NA,NA,a625ngd23uk4,-170,-10.00000954
202808,202937,174600,NA,10,LineString,a625ngbruu0x,-160.0000153,-2.00E-05
NA,NA,NA,NA,NA,NA,a625ngbruu0x,-159.9997406,-5.000400066
NA,NA,NA,NA,NA,NA,a625ngbruu0x,-160,-10.00002003
